case_id,timestamp,activity,costs
1161,2020-08-30 11:30:54,Shred electrodes,1
1161,2020-08-30 14:31:42,Melt down solid materials,1
1161,2020-08-31 06:32:33,Collect recyclable materials,1
1161,2020-08-31 10:34:58,Dispose of non-reusable materials,1
1162,2020-08-28 17:04:00,Battery cell completely discharged,1
1162,2020-08-29 17:02:33,Check battery cell for damage,1
1162,2020-08-29 19:46:03,Open battery cell,1
1162,2020-08-30 01:45:59,Collect electrolyte separately,1
1162,2020-08-30 07:39:58,Clean electrodes,1
1162,2020-08-30 14:04:02,Clean electrodes,1
1162,2020-08-30 20:28:06,Clean electrodes,1
1162,2020-08-31 04:08:54,Shred electrodes,1
1162,2020-08-31 07:09:49,Melt down solid materials,1
1162,2020-08-31 23:08:22,Collect recyclable materials,1
1162,2020-09-01 03:00:34,Dispose of non-reusable materials,1
1163,2020-08-29 02:05:00,Battery cell completely discharged,1
1163,2020-08-30 02:17:15,Check battery cell for damage,1
1163,2020-08-30 05:20:19,Open battery cell,1
1163,2020-08-30 11:24:46,Collect electrolyte separately,1
1163,2020-08-30 17:28:17,Clean electrodes,1
1163,2020-08-31 01:22:57,Shred electrodes,1
1163,2020-08-31 04:21:44,Melt down solid materials,1
1163,2020-08-31 20:22:13,Collect recyclable materials,1
1163,2020-09-01 00:18:34,Dispose of non-reusable materials,1
1164,2020-08-29 10:37:00,Battery cell completely discharged,1
1164,2020-08-30 11:02:56,Check battery cell for damage,1
1164,2020-08-30 13:54:48,Open battery cell,1
1164,2020-08-30 19:56:31,Collect electrolyte separately,1
1164,2020-08-31 01:58:25,Clean electrodes,1
1164,2020-08-31 09:58:09,Shred electrodes,1
1164,2020-08-31 12:56:46,Melt down solid materials,1
1164,2020-09-01 04:55:06,Collect recyclable materials,1
1164,2020-09-01 08:48:31,Dispose of non-reusable materials,1
1165,2020-08-29 14:40:00,Battery cell completely discharged,1
1165,2020-08-30 14:53:48,Check battery cell for damage,1
1165,2020-08-30 16:59:19,Check the capacity of the safety box,1
1165,2020-08-30 17:05:09,Place battery cell in safety box,1
1166,2020-08-30 00:17:00,Battery cell completely discharged,1
1166,2020-08-31 00:24:42,Check battery cell for damage,1
1166,2020-08-31 03:34:28,Open battery cell,1
1166,2020-08-31 09:43:48,Collect electrolyte separately,1
1166,2020-08-31 15:43:55,Clean electrodes,1
1166,2020-08-31 23:29:52,Shred electrodes,1
1166,2020-09-01 02:28:47,Melt down solid materials,1
1166,2020-09-01 18:26:41,Collect recyclable materials,1
1166,2020-09-01 22:25:56,Dispose of non-reusable materials,1
1167,2020-08-30 02:10:00,Battery cell completely discharged,1
1167,2020-08-31 01:42:06,Check battery cell for damage,1
1167,2020-08-31 04:07:09,Check the capacity of the safety box,1
1167,2020-08-31 04:13:20,Place battery cell in safety box,1
1168,2020-08-30 09:12:00,Battery cell completely discharged,1
1168,2020-08-31 08:28:16,Check battery cell for damage,1
1168,2020-08-31 11:33:40,Open battery cell,1
1168,2020-08-31 17:49:03,Collect electrolyte separately,1
1168,2020-08-31 23:53:44,Clean electrodes,1
1168,2020-09-01 07:51:20,Shred electrodes,1
1168,2020-09-01 10:52:40,Melt down solid materials,1
1168,2020-09-02 02:55:09,Collect recyclable materials,1
1168,2020-09-02 06:53:34,Dispose of non-reusable materials,1
1169,2020-08-30 11:05:00,Battery cell completely discharged,1
1169,2020-08-31 10:58:43,Check battery cell for damage,1
1169,2020-08-31 13:45:19,Open battery cell,1
1169,2020-08-31 19:45:05,Collect electrolyte separately,1
1169,2020-09-01 01:48:01,Clean electrodes,1
1169,2020-09-01 08:19:14,Clean electrodes,1
1169,2020-09-01 14:50:27,Clean electrodes,1
1169,2020-09-01 22:55:23,Shred electrodes,1
1169,2020-09-02 01:57:33,Melt down solid materials,1
1169,2020-09-02 18:01:19,Collect recyclable materials,1
1169,2020-09-02 22:04:06,Dispose of non-reusable materials,1
1170,2020-08-30 17:55:00,Battery cell completely discharged,1
1170,2020-08-31 17:51:52,Check battery cell for damage,1
1170,2020-08-31 20:49:39,Open battery cell,1
1170,2020-09-01 03:03:57,Collect electrolyte separately,1
1170,2020-09-01 09:01:16,Clean electrodes,1
1170,2020-09-01 16:54:03,Shred electrodes,1
1170,2020-09-01 19:53:59,Melt down solid materials,1
1170,2020-09-02 11:54:51,Collect recyclable materials,1
1170,2020-09-02 15:54:52,Dispose of non-reusable materials,1
1171,2020-08-30 23:16:00,Battery cell completely discharged,1
1171,2020-08-31 23:07:42,Check battery cell for damage,1
1171,2020-09-01 02:19:03,Open battery cell,1
1171,2020-09-01 08:24:34,Collect electrolyte separately,1
1171,2020-09-01 14:21:18,Clean electrodes,1
1171,2020-09-01 22:13:00,Shred electrodes,1
1171,2020-09-02 01:13:24,Melt down solid materials,1
1171,2020-09-02 17:14:45,Collect recyclable materials,1
1171,2020-09-02 21:13:12,Dispose of non-reusable materials,1
1172,2020-08-31 03:33:00,Battery cell completely discharged,1
1172,2020-09-01 03:37:33,Check battery cell for damage,1
1172,2020-09-01 06:25:19,Open battery cell,1
1172,2020-09-01 12:33:40,Collect electrolyte separately,1
1172,2020-09-01 18:32:47,Clean electrodes,1
1172,2020-09-02 01:07:42,Clean electrodes,1
1172,2020-09-02 07:42:36,Clean electrodes,1
1172,2020-09-02 15:46:22,Shred electrodes,1
1172,2020-09-02 18:45:40,Melt down solid materials,1
1172,2020-09-03 10:45:49,Collect recyclable materials,1
1172,2020-09-03 14:40:42,Dispose of non-reusable materials,1
1173,2020-08-31 11:02:00,Battery cell completely discharged,1
1173,2020-09-01 10:59:58,Check battery cell for damage,1
1173,2020-09-01 13:48:40,Open battery cell,1
1173,2020-09-01 19:57:26,Collect electrolyte separately,1
1173,2020-09-02 01:53:28,Clean electrodes,1
1173,2020-09-02 08:19:51,Clean electrodes,1
1173,2020-09-02 16:25:40,Shred electrodes,1
1173,2020-09-02 19:29:55,Melt down solid materials,1
1173,2020-09-03 11:29:10,Collect recyclable materials,1
1173,2020-09-03 15:30:46,Dispose of non-reusable materials,1
1174,2020-08-31 19:03:00,Battery cell completely discharged,1
1174,2020-09-01 19:01:04,Check battery cell for damage,1
1174,2020-09-01 22:05:26,Open battery cell,1
1174,2020-09-02 04:08:55,Collect electrolyte separately,1
1174,2020-09-02 10:17:06,Clean electrodes,1
1174,2020-09-02 16:50:07,Clean electrodes,1
1174,2020-09-03 00:39:08,Shred electrodes,1
1174,2020-09-03 03:38:58,Melt down solid materials,1
1174,2020-09-03 19:35:20,Collect recyclable materials,1
1174,2020-09-03 23:32:55,Dispose of non-reusable materials,1
1175,2020-08-31 23:33:00,Battery cell completely discharged,1
1175,2020-09-01 23:43:24,Check battery cell for damage,1
1175,2020-09-02 01:58:57,Check the capacity of the safety box,1
1175,2020-09-02 02:04:40,Place battery cell in safety box,1
1176,2020-09-01 01:49:00,Battery cell completely discharged,1
1176,2020-09-02 01:14:58,Check battery cell for damage,1
1176,2020-09-02 04:13:04,Open battery cell,1
1176,2020-09-02 10:20:36,Collect electrolyte separately,1
1176,2020-09-02 16:16:32,Clean electrodes,1
1176,2020-09-03 00:15:37,Shred electrodes,1
1176,2020-09-03 03:17:26,Melt down solid materials,1
1176,2020-09-03 19:16:34,Collect recyclable materials,1
1176,2020-09-03 23:15:46,Dispose of non-reusable materials,1
1177,2020-09-01 07:45:00,Battery cell completely discharged,1
1177,2020-09-02 07:39:38,Check battery cell for damage,1
1177,2020-09-02 10:29:29,Open battery cell,1
1177,2020-09-02 16:17:40,Collect electrolyte separately,1
1177,2020-09-02 22:09:00,Clean electrodes,1
1177,2020-09-03 06:21:22,Shred electrodes,1
1177,2020-09-03 09:22:08,Melt down solid materials,1
1177,2020-09-04 01:23:11,Collect recyclable materials,1
1177,2020-09-04 05:17:09,Dispose of non-reusable materials,1
1178,2020-09-01 12:33:00,Battery cell completely discharged,1
1178,2020-09-02 12:09:52,Check battery cell for damage,1
1178,2020-09-02 14:50:31,Open battery cell,1
1178,2020-09-02 21:06:12,Collect electrolyte separately,1
1178,2020-09-03 03:09:15,Clean electrodes,1
1178,2020-09-03 11:16:13,Shred electrodes,1
1178,2020-09-03 14:17:11,Melt down solid materials,1
1178,2020-09-04 06:20:21,Collect recyclable materials,1
1178,2020-09-04 10:20:42,Dispose of non-reusable materials,1
1179,2020-09-01 22:09:00,Battery cell completely discharged,1
1179,2020-09-02 21:55:57,Check battery cell for damage,1
1179,2020-09-03 00:47:40,Open battery cell,1
1179,2020-09-03 06:42:04,Collect electrolyte separately,1
1179,2020-09-03 12:31:55,Clean electrodes,1
1179,2020-09-03 20:34:58,Shred electrodes,1
1179,2020-09-03 23:32:52,Melt down solid materials,1
1179,2020-09-04 15:34:23,Collect recyclable materials,1
1179,2020-09-04 19:38:50,Dispose of non-reusable materials,1
1180,2020-09-01 22:28:00,Battery cell completely discharged,1
1180,2020-09-02 22:47:37,Check battery cell for damage,1
1180,2020-09-03 01:50:00,Open battery cell,1
1180,2020-09-03 07:59:58,Collect electrolyte separately,1
1180,2020-09-03 13:57:15,Clean electrodes,1
1180,2020-09-03 22:08:09,Shred electrodes,1
1180,2020-09-04 01:08:18,Melt down solid materials,1
1180,2020-09-04 17:11:39,Collect recyclable materials,1
1180,2020-09-04 21:12:08,Dispose of non-reusable materials,1
1181,2020-09-01 22:30:00,Battery cell completely discharged,1
1181,2020-09-02 22:20:01,Check battery cell for damage,1
1181,2020-09-03 01:11:15,Open battery cell,1
1181,2020-09-03 07:29:39,Collect electrolyte separately,1
1181,2020-09-03 13:35:42,Clean electrodes,1
1181,2020-09-03 21:42:22,Shred electrodes,1
1181,2020-09-04 00:43:37,Melt down solid materials,1
1181,2020-09-04 16:42:10,Collect recyclable materials,1
1181,2020-09-04 20:51:45,Dispose of non-reusable materials,1
1182,2020-09-02 08:25:00,Battery cell completely discharged,1
1182,2020-09-03 09:00:40,Check battery cell for damage,1
1182,2020-09-03 12:19:57,Open battery cell,1
1182,2020-09-03 18:20:24,Collect electrolyte separately,1
1182,2020-09-04 00:15:41,Clean electrodes,1
1182,2020-09-04 06:43:18,Clean electrodes,1
1182,2020-09-04 14:27:44,Shred electrodes,1
1182,2020-09-04 17:27:40,Melt down solid materials,1
1182,2020-09-05 09:27:42,Collect recyclable materials,1
1182,2020-09-05 13:26:24,Dispose of non-reusable materials,1
1183,2020-09-02 16:08:00,Battery cell completely discharged,1
1183,2020-09-03 15:44:49,Check battery cell for damage,1
1183,2020-09-03 18:11:27,Check the capacity of the safety box,1
1183,2020-09-03 18:17:41,Place battery cell in safety box,1
1184,2020-09-02 16:37:00,Battery cell completely discharged,1
1184,2020-09-03 17:15:07,Check battery cell for damage,1
1184,2020-09-03 19:58:13,Open battery cell,1
1184,2020-09-04 02:12:39,Collect electrolyte separately,1
1184,2020-09-04 08:19:10,Clean electrodes,1
1184,2020-09-04 14:50:09,Clean electrodes,1
1184,2020-09-04 21:21:07,Clean electrodes,1
1184,2020-09-05 03:52:05,Clean electrodes,1
1184,2020-09-05 10:23:03,Clean electrodes,1
1184,2020-09-05 18:32:54,Shred electrodes,1
1184,2020-09-05 21:34:46,Melt down solid materials,1
1184,2020-09-06 13:33:10,Collect recyclable materials,1
1184,2020-09-06 17:35:34,Dispose of non-reusable materials,1
1185,2020-09-02 20:03:00,Battery cell completely discharged,1
1185,2020-09-03 19:30:35,Check battery cell for damage,1
1185,2020-09-03 21:44:43,Check the capacity of the safety box,1
1185,2020-09-03 21:50:21,Place battery cell in safety box,1
1186,2020-09-03 04:35:00,Battery cell completely discharged,1
1186,2020-09-04 04:18:01,Check battery cell for damage,1
1186,2020-09-04 07:15:32,Open battery cell,1
1186,2020-09-04 13:33:10,Collect electrolyte separately,1
1186,2020-09-04 19:29:02,Clean electrodes,1
1186,2020-09-05 03:29:40,Shred electrodes,1
1186,2020-09-05 06:33:42,Melt down solid materials,1
1186,2020-09-05 22:33:19,Collect recyclable materials,1
1186,2020-09-06 02:31:56,Dispose of non-reusable materials,1
1187,2020-09-03 07:18:00,Battery cell completely discharged,1
1187,2020-09-04 07:45:16,Check battery cell for damage,1
1187,2020-09-04 10:33:03,Open battery cell,1
1187,2020-09-04 16:42:40,Collect electrolyte separately,1
1187,2020-09-04 22:50:35,Clean electrodes,1
1187,2020-09-05 06:59:53,Shred electrodes,1
1187,2020-09-05 09:59:48,Melt down solid materials,1
1187,2020-09-06 01:59:26,Collect recyclable materials,1
1187,2020-09-06 05:58:04,Dispose of non-reusable materials,1
1188,2020-09-03 16:59:00,Battery cell completely discharged,1
1188,2020-09-04 16:33:58,Check battery cell for damage,1
1188,2020-09-04 19:30:15,Open battery cell,1
1188,2020-09-05 01:33:08,Collect electrolyte separately,1
1188,2020-09-05 07:36:40,Clean electrodes,1
1188,2020-09-05 15:33:39,Shred electrodes,1
1188,2020-09-05 18:31:44,Melt down solid materials,1
1188,2020-09-06 10:34:09,Collect recyclable materials,1
1188,2020-09-06 14:33:01,Dispose of non-reusable materials,1
1189,2020-09-03 20:20:00,Battery cell completely discharged,1
1189,2020-09-04 19:38:08,Check battery cell for damage,1
1189,2020-09-04 22:31:23,Open battery cell,1
1189,2020-09-05 04:31:28,Collect electrolyte separately,1
1189,2020-09-05 10:25:39,Clean electrodes,1
1189,2020-09-05 18:35:07,Shred electrodes,1
1189,2020-09-05 21:33:48,Melt down solid materials,1
1189,2020-09-06 13:33:01,Collect recyclable materials,1
1189,2020-09-06 17:31:04,Dispose of non-reusable materials,1
1190,2020-09-04 01:51:00,Battery cell completely discharged,1
1190,2020-09-05 01:35:35,Check battery cell for damage,1
1190,2020-09-05 03:55:51,Check the capacity of the safety box,1
1190,2020-09-05 04:01:31,Place battery cell in safety box,1
1191,2020-09-04 11:24:00,Battery cell completely discharged,1
1191,2020-09-05 11:05:52,Check battery cell for damage,1
1191,2020-09-05 14:23:33,Open battery cell,1
1191,2020-09-05 20:33:14,Collect electrolyte separately,1
1191,2020-09-06 02:37:02,Clean electrodes,1
1191,2020-09-06 09:06:24,Clean electrodes,1
1191,2020-09-06 15:35:45,Clean electrodes,1
1191,2020-09-06 22:05:07,Clean electrodes,1
1191,2020-09-07 05:50:52,Shred electrodes,1
1191,2020-09-07 08:46:12,Melt down solid materials,1
1191,2020-09-08 00:41:51,Collect recyclable materials,1
1191,2020-09-08 04:43:28,Dispose of non-reusable materials,1
1192,2020-09-04 13:55:00,Battery cell completely discharged,1
1192,2020-09-05 13:40:15,Check battery cell for damage,1
1192,2020-09-05 16:49:50,Open battery cell,1
1192,2020-09-05 23:07:30,Collect electrolyte separately,1
1192,2020-09-06 05:06:27,Clean electrodes,1
1192,2020-09-06 11:36:14,Clean electrodes,1
1192,2020-09-06 19:46:22,Shred electrodes,1
1192,2020-09-06 22:46:09,Melt down solid materials,1
1192,2020-09-07 14:46:38,Collect recyclable materials,1
1192,2020-09-07 18:43:54,Dispose of non-reusable materials,1
1193,2020-09-04 22:12:00,Battery cell completely discharged,1
1193,2020-09-05 22:05:18,Check battery cell for damage,1
1193,2020-09-05 23:50:11,Check the capacity of the safety box,1
1193,2020-09-05 23:56:01,Place battery cell in safety box,1
1194,2020-09-05 03:17:00,Battery cell completely discharged,1
1194,2020-09-06 03:09:13,Check battery cell for damage,1
1194,2020-09-06 06:17:13,Open battery cell,1
1194,2020-09-06 12:16:58,Collect electrolyte separately,1
1194,2020-09-06 18:15:36,Clean electrodes,1
1194,2020-09-07 00:48:33,Clean electrodes,1
1194,2020-09-07 09:11:32,Shred electrodes,1
1194,2020-09-07 12:12:17,Melt down solid materials,1
1194,2020-09-08 04:08:37,Collect recyclable materials,1
1194,2020-09-08 08:05:27,Dispose of non-reusable materials,1
1195,2020-09-05 07:51:00,Battery cell completely discharged,1
1195,2020-09-06 06:54:41,Check battery cell for damage,1
1195,2020-09-06 09:01:37,Check the capacity of the safety box,1
1195,2020-09-06 09:07:27,Place battery cell in safety box,1
1196,2020-09-05 15:02:00,Battery cell completely discharged,1
1196,2020-09-06 15:08:49,Check battery cell for damage,1
1196,2020-09-06 17:13:56,Check the capacity of the safety box,1
1196,2020-09-06 17:20:23,Place battery cell in safety box,1
1197,2020-09-05 18:54:00,Battery cell completely discharged,1
1197,2020-09-06 18:52:19,Check battery cell for damage,1
1197,2020-09-06 20:43:07,Check the capacity of the safety box,1
1197,2020-09-06 20:49:15,Place battery cell in safety box,1
1198,2020-09-06 03:25:00,Battery cell completely discharged,1
1198,2020-09-07 03:25:18,Check battery cell for damage,1
1198,2020-09-07 06:23:33,Open battery cell,1
1198,2020-09-07 12:28:58,Collect electrolyte separately,1
1198,2020-09-07 18:22:37,Clean electrodes,1
1198,2020-09-08 02:18:51,Shred electrodes,1
1198,2020-09-08 05:17:43,Melt down solid materials,1
1198,2020-09-08 21:16:38,Collect recyclable materials,1
1198,2020-09-09 01:14:36,Dispose of non-reusable materials,1
1199,2020-09-06 04:54:00,Battery cell completely discharged,1
1199,2020-09-07 04:16:15,Check battery cell for damage,1
1199,2020-09-07 07:20:50,Open battery cell,1
1199,2020-09-07 13:16:30,Collect electrolyte separately,1
1199,2020-09-07 19:11:18,Clean electrodes,1
1199,2020-09-08 03:11:21,Shred electrodes,1
1199,2020-09-08 06:10:28,Melt down solid materials,1
1199,2020-09-08 22:10:06,Collect recyclable materials,1
1199,2020-09-09 02:09:30,Dispose of non-reusable materials,1
1200,2020-09-06 13:53:00,Battery cell completely discharged,1
1200,2020-09-07 13:52:48,Check battery cell for damage,1
